,chromosome,start,end,GC,AT,N
24528,chr20,12400001,12500000,0.37985,0.62015,0
24529,chr20,12500001,12600000,0.37385,0.62615,0
24530,chr20,12600001,12700000,0.38632,0.61368,0
24531,chr20,12700001,12800000,0.3974,0.6026,0
24532,chr20,12800001,12900000,0.39338,0.60662,0
24533,chr20,12900001,13000000,0.38668,0.61332,0
24534,chr20,13000001,13100000,0.39242,0.60758,0
24535,chr20,13100001,13200000,0.39658,0.60342,0
24536,chr20,13200001,13300000,0.43454,0.56546,0
24537,chr20,13300001,13400000,0.4009,0.5991,0
24538,chr20,13400001,13500000,0.36979,0.63021,0
24539,chr20,13500001,13600000,0.37116,0.62884,0
24540,chr20,13600001,13700000,0.40768,0.59232,0
24541,chr20,13700001,13800000,0.38695,0.61305,0
24542,chr20,13800001,13900000,0.41779,0.58221,0
24543,chr20,13900001,14000000,0.39567,0.60433,0
24544,chr20,14000001,14100000,0.37343,0.62657,0
24545,chr20,14100001,14200000,0.36952,0.63048,0
24546,chr20,14200001,14300000,0.37226,0.62774,0
24547,chr20,14300001,14400000,0.36095,0.63905,0
24548,chr20,14400001,14500000,0.36692,0.63308,0
24549,chr20,14500001,14600000,0.36361,0.63639,0
24550,chr20,14600001,14700000,0.37454,0.62546,0
24551,chr20,14700001,14800000,0.3737,0.6263,0
24552,chr20,14800001,14900000,0.37878,0.62122,0
24553,chr20,14900001,15000000,0.39123,0.60877,0
24554,chr20,15000001,15100000,0.38667,0.61333,0
24555,chr20,15100001,15200000,0.37762,0.62238,0
24556,chr20,15200001,15300000,0.37474,0.62526,0
24557,chr20,15300001,15400000,0.37732,0.62268,0
24558,chr20,15400001,15500000,0.39706,0.60294,0
24559,chr20,15500001,15600000,0.39706,0.60294,0
24560,chr20,15600001,15700000,0.39875,0.60125,0
24561,chr20,15700001,15800000,0.37432,0.62568,0
24562,chr20,15800001,15900000,0.38946,0.61054,0
24563,chr20,15900001,16000000,0.38412,0.61588,0
24564,chr20,16000001,16100000,0.39475,0.60525,0
24565,chr20,16100001,16200000,0.40924,0.59076,0
24566,chr20,16200001,16300000,0.42761,0.57239,0
24567,chr20,16300001,16400000,0.40871,0.59129,0
24568,chr20,16400001,16500000,0.39152,0.60848,0
24569,chr20,16500001,16600000,0.42814,0.57186,0
24570,chr20,16600001,16700000,0.4222,0.5778,0
24571,chr20,16700001,16800000,0.40093,0.59907,0
24572,chr20,16800001,16900000,0.38541,0.61459,0
24573,chr20,16900001,17000000,0.39846,0.60154,0
24574,chr20,17000001,17100000,0.39756,0.60244,0
24575,chr20,17100001,17200000,0.38992,0.61008,0
24576,chr20,17200001,17300000,0.39243,0.60757,0
24577,chr20,17300001,17400000,0.41705,0.58295,0
24578,chr20,17400001,17500000,0.4501,0.5499,0
24579,chr20,17500001,17600000,0.435,0.565,0
24580,chr20,17600001,17700000,0.50174,0.49826,0
24581,chr20,17700001,17800000,0.47514,0.52486,0
24582,chr20,17800001,17900000,0.47234,0.52766,0
24583,chr20,17900001,18000000,0.45133,0.54867,0
24584,chr20,18000001,18100000,0.45812,0.54188,0
24585,chr20,18100001,18200000,0.42792,0.57208,0
24586,chr20,18200001,18300000,0.4127,0.5873,0
24587,chr20,18300001,18400000,0.4074,0.5926,0
24588,chr20,18400001,18500000,0.41297,0.58703,0
24589,chr20,18500001,18600000,0.42776,0.57224,0
24590,chr20,18600001,18700000,0.43204,0.56796,0
24591,chr20,18700001,18800000,0.43485,0.56515,0
24592,chr20,18800001,18900000,0.41626,0.58374,0
24593,chr20,18900001,19000000,0.43171,0.56829,0
24594,chr20,19000001,19100000,0.43051,0.56949,0
24595,chr20,19100001,19200000,0.39025,0.60975,0
24596,chr20,19200001,19300000,0.4366,0.5634,0
24597,chr20,19300001,19400000,0.41771,0.58229,0
24598,chr20,19400001,19500000,0.44735,0.55265,0
24599,chr20,19500001,19600000,0.44663,0.55337,0
24600,chr20,19600001,19700000,0.44127,0.55873,0
24601,chr20,19700001,19800000,0.43929,0.56071,0
24602,chr20,19800001,19900000,0.43661,0.56339,0
24603,chr20,19900001,20000000,0.45204,0.54796,0
24604,chr20,20000001,20100000,0.39721,0.60279,0
24605,chr20,20100001,20200000,0.40345,0.59655,0
24606,chr20,20200001,20300000,0.42456,0.57544,0
24607,chr20,20300001,20400000,0.45804,0.54196,0
24608,chr20,20400001,20500000,0.40815,0.59185,0
24609,chr20,20500001,20600000,0.38418,0.61582,0
24610,chr20,20600001,20700000,0.40475,0.59525,0
24611,chr20,20700001,20800000,0.43308,0.56692,0
24612,chr20,20800001,20900000,0.44222,0.55778,0
24613,chr20,20900001,21000000,0.42345,0.57655,0
24614,chr20,21000001,21100000,0.42504,0.57496,0
24615,chr20,21100001,21200000,0.40538,0.59462,0
24616,chr20,21200001,21300000,0.42876,0.57124,0
24617,chr20,21300001,21400000,0.37535,0.62465,0
24618,chr20,21400001,21500000,0.43018,0.56982,0
24619,chr20,21500001,21600000,0.43207,0.56793,0
24620,chr20,21600001,21700000,0.44085,0.55915,0
24621,chr20,21700001,21800000,0.40818,0.59182,0
24622,chr20,21800001,21900000,0.40722,0.59278,0
24623,chr20,21900001,22000000,0.38637,0.61363,0
24624,chr20,22000001,22100000,0.38695,0.61305,0
24625,chr20,22100001,22200000,0.3718,0.6282,0
24626,chr20,22200001,22300000,0.41532,0.58468,0
24627,chr20,22300001,22400000,0.40038,0.59962,0
24628,chr20,22400001,22500000,0.41789,0.58211,0
24629,chr20,22500001,22600000,0.44839,0.55161,0
24630,chr20,22600001,22700000,0.4197,0.5803,0
24631,chr20,22700001,22800000,0.4398,0.5602,0
24632,chr20,22800001,22900000,0.41591,0.58409,0
24633,chr20,22900001,23000000,0.42125,0.57875,0
24634,chr20,23000001,23100000,0.4764,0.5236,0
24635,chr20,23100001,23200000,0.46076,0.53924,0
24636,chr20,23200001,23300000,0.46277,0.53723,0
24637,chr20,23300001,23400000,0.44112,0.55888,0
24638,chr20,23400001,23500000,0.44411,0.55589,0
24639,chr20,23500001,23600000,0.43307,0.56693,0
24640,chr20,23600001,23700000,0.45158,0.54842,0
24641,chr20,23700001,23800000,0.43713,0.56287,0
24642,chr20,23800001,23900000,0.44456,0.55544,0
24643,chr20,23900001,24000000,0.45785,0.54215,0
24644,chr20,24000001,24100000,0.43262,0.56738,0
24645,chr20,24100001,24200000,0.42663,0.57337,0
24646,chr20,24200001,24300000,0.4102,0.5898,0
24647,chr20,24300001,24400000,0.42666,0.57334,0
24648,chr20,24400001,24500000,0.46765,0.53235,0
24649,chr20,24500001,24600000,0.45002,0.54998,0
24650,chr20,24600001,24700000,0.47282,0.52718,0
24651,chr20,24700001,24800000,0.49521,0.50479,0
24652,chr20,24800001,24900000,0.46069,0.53931,0
24653,chr20,24900001,25000000,0.47916,0.52084,0
24654,chr20,25000001,25100000,0.4822,0.5178,0
24655,chr20,25100001,25200000,0.45171,0.54829,0
24656,chr20,25200001,25300000,0.52266,0.47734,0
24657,chr20,25300001,25400000,0.45011,0.54989,0
24658,chr20,25400001,25500000,0.48182,0.51818,0
24659,chr20,25500001,25600000,0.45929,0.54071,0
24660,chr20,25600001,25700000,0.41067,0.58933,0
24661,chr20,29900001,30000000,0.40793,0.59207,0
24662,chr20,30000001,30100000,0.45936,0.54064,0
24663,chr20,30100001,30200000,0.50387,0.49613,0
24664,chr20,30200001,30300000,0.48344,0.51656,0
24665,chr20,30300001,30400000,0.43602,0.56398,0
24666,chr20,30400001,30500000,0.50053,0.49947,0
24667,chr20,30500001,30600000,0.49457,0.50543,0
24668,chr20,30600001,30700000,0.47584,0.52416,0
24669,chr20,30700001,30800000,0.48265,0.51735,0
24670,chr20,30800001,30900000,0.46032,0.53968,0
24671,chr20,30900001,31000000,0.42698,0.57302,0
24672,chr20,31000001,31100000,0.50921,0.49079,0
24673,chr20,31100001,31200000,0.54517,0.45483,0
24674,chr20,31200001,31300000,0.50531,0.49469,0
24675,chr20,31300001,31400000,0.48855,0.51145,0
24676,chr20,31400001,31500000,0.48036,0.51964,0
24677,chr20,31500001,31600000,0.47064,0.52936,0
24678,chr20,31600001,31700000,0.511,0.489,0
24679,chr20,31700001,31800000,0.46586,0.53414,0
24680,chr20,31800001,31900000,0.47987,0.52013,0
24681,chr20,31900001,32000000,0.4769,0.5231,0
24682,chr20,32000001,32100000,0.48525,0.51475,0
24683,chr20,32100001,32200000,0.41411,0.58589,0
24684,chr20,32200001,32300000,0.50676,0.49324,0
24685,chr20,32300001,32400000,0.48728,0.51272,0
24686,chr20,32400001,32500000,0.47881,0.52119,0
24687,chr20,32500001,32600000,0.45535,0.54465,0
24688,chr20,32600001,32700000,0.44848,0.55152,0
24689,chr20,32700001,32800000,0.43629,0.56371,0
24690,chr20,32800001,32900000,0.47063,0.52937,0
24691,chr20,32900001,33000000,0.44656,0.55344,0
24692,chr20,33000001,33100000,0.39631,0.60369,0
24693,chr20,33100001,33200000,0.47326,0.52674,0
24694,chr20,33200001,33300000,0.45608,0.54392,0
24695,chr20,33300001,33400000,0.41627,0.58373,0
24696,chr20,33400001,33500000,0.45328,0.54672,0
24697,chr20,33500001,33600000,0.50804,0.49196,0
24698,chr20,33600001,33700000,0.41696,0.58304,0
24699,chr20,33700001,33800000,0.445,0.555,0
24700,chr20,33800001,33900000,0.49942,0.50058,0
24701,chr20,33900001,34000000,0.42283,0.57717,0
24702,chr20,34000001,34100000,0.47536,0.52464,0
24703,chr20,34100001,34200000,0.49247,0.50753,0
24704,chr20,34200001,34300000,0.44941,0.55059,0
24705,chr20,34300001,34400000,0.4431,0.5569,0
24706,chr20,34400001,34500000,0.43104,0.56896,0
24707,chr20,34500001,34600000,0.4537,0.5463,0
24708,chr20,34600001,34700000,0.47373,0.52627,0
24709,chr20,34700001,34800000,0.50039,0.49961,0
24710,chr20,34800001,34900000,0.46347,0.50738,0
24711,chr20,34900001,35000000,0.27446,0.25469,0
24712,chr20,35000001,35100000,0.51303,0.48697,0
24713,chr20,35100001,35200000,0.49576,0.50424,0
24714,chr20,35200001,35300000,0.48951,0.51049,0
24715,chr20,35300001,35400000,0.44783,0.55217,0
24716,chr20,35400001,35500000,0.51745,0.48255,0
24717,chr20,35500001,35600000,0.45651,0.54349,0
24718,chr20,35600001,35700000,0.44241,0.55759,0
24719,chr20,35700001,35800000,0.44727,0.55273,0
24720,chr20,35800001,35900000,0.45805,0.54195,0
24721,chr20,35900001,36000000,0.49473,0.50527,0
24722,chr20,36000001,36100000,0.52633,0.47367,0
24723,chr20,36100001,36200000,0.46798,0.53202,0
24724,chr20,36200001,36300000,0.46835,0.53165,0
24725,chr20,36300001,36400000,0.42209,0.57791,0
24726,chr20,36400001,36500000,0.42683,0.57317,0
24727,chr20,36500001,36600000,0.50828,0.49172,0
24728,chr20,36600001,36700000,0.43166,0.56834,0
24729,chr20,36700001,36800000,0.47226,0.52774,0
24730,chr20,36800001,36900000,0.48496,0.51504,0
24731,chr20,36900001,37000000,0.476,0.524,0
24732,chr20,37000001,37100000,0.46836,0.53164,0
24733,chr20,37100001,37200000,0.39605,0.60395,0
24734,chr20,37200001,37300000,0.48126,0.51874,0
24735,chr20,37300001,37400000,0.47751,0.52249,0
24736,chr20,37400001,37500000,0.4596,0.5404,0
24737,chr20,37500001,37600000,0.47376,0.52624,0
24738,chr20,37600001,37700000,0.43558,0.56442,0
24739,chr20,37700001,37800000,0.46683,0.53317,0
24740,chr20,37800001,37900000,0.43594,0.56406,0
24741,chr20,37900001,38000000,0.41529,0.58471,0
24742,chr20,38000001,38100000,0.39458,0.60542,0
24743,chr20,38100001,38200000,0.40267,0.59733,0
24744,chr20,38200001,38300000,0.40743,0.59257,0
24745,chr20,38300001,38400000,0.38932,0.61068,0
24746,chr20,38400001,38500000,0.40337,0.59663,0
24747,chr20,38500001,38600000,0.39487,0.60513,0
24748,chr20,38600001,38700000,0.36984,0.63016,0
24749,chr20,38700001,38800000,0.39901,0.60099,0
24750,chr20,38800001,38900000,0.39223,0.60777,0
24751,chr20,38900001,39000000,0.40646,0.59354,0
24752,chr20,39000001,39100000,0.4108,0.5892,0
24753,chr20,39100001,39200000,0.43612,0.56388,0
24754,chr20,39200001,39300000,0.43867,0.56133,0
24755,chr20,39300001,39400000,0.46304,0.53696,0
24756,chr20,39400001,39500000,0.46081,0.53919,0
24757,chr20,39500001,39600000,0.45602,0.54398,0
24758,chr20,39600001,39700000,0.42706,0.57294,0
24759,chr20,39700001,39800000,0.45284,0.54716,0
24760,chr20,39800001,39900000,0.41777,0.58223,0
24761,chr20,39900001,40000000,0.47132,0.52868,0
24762,chr20,40000001,40100000,0.45062,0.54938,0
24763,chr20,40100001,40200000,0.39805,0.60195,0
24764,chr20,40200001,40300000,0.41969,0.58031,0
24765,chr20,40300001,40400000,0.43019,0.56981,0
24766,chr20,40400001,40500000,0.41636,0.58364,0
24767,chr20,40500001,40600000,0.41979,0.58021,0
24768,chr20,40600001,40700000,0.42966,0.57034,0
24769,chr20,40700001,40800000,0.45383,0.54617,0
24770,chr20,40800001,40900000,0.4258,0.5742,0
24771,chr20,40900001,41000000,0.4087,0.5913,0
24772,chr20,41000001,41100000,0.40367,0.59633,0
24773,chr20,41100001,41200000,0.39193,0.60807,0
24774,chr20,41200001,41300000,0.42555,0.57445,0
24775,chr20,41300001,41400000,0.43423,0.56577,0
24776,chr20,41400001,41500000,0.42024,0.57976,0
24777,chr20,41500001,41600000,0.4335,0.5665,0
24778,chr20,41600001,41700000,0.42614,0.57386,0
24779,chr20,41700001,41800000,0.42804,0.57196,0
24780,chr20,41800001,41900000,0.45739,0.54261,0
24781,chr20,41900001,42000000,0.45413,0.54587,0
24782,chr20,42000001,42100000,0.44821,0.55179,0
24783,chr20,42100001,42200000,0.47311,0.52689,0
24784,chr20,42200001,42300000,0.46402,0.53598,0
24785,chr20,42300001,42400000,0.48525,0.51475,0
24786,chr20,42400001,42500000,0.43893,0.56107,0
24787,chr20,42500001,42600000,0.46406,0.53594,0
24788,chr20,42600001,42700000,0.4649,0.5351,0
24789,chr20,42700001,42800000,0.47459,0.52541,0
24790,chr20,42800001,42900000,0.46542,0.53458,0
24791,chr20,42900001,43000000,0.47126,0.52874,0
24792,chr20,43000001,43100000,0.47712,0.52288,0
24793,chr20,43100001,43200000,0.43435,0.56565,0
24794,chr20,43200001,43300000,0.4857,0.5143,0
24795,chr20,43300001,43400000,0.49566,0.50434,0
24796,chr20,43400001,43500000,0.45365,0.54635,0
24797,chr20,43500001,43600000,0.44784,0.55216,0
24798,chr20,43600001,43700000,0.37869,0.62131,0
24799,chr20,43700001,43800000,0.43012,0.56988,0
24800,chr20,43800001,43900000,0.40221,0.59779,0
24801,chr20,43900001,44000000,0.48643,0.51357,0
24802,chr20,44000001,44100000,0.45554,0.54446,0
24803,chr20,44100001,44200000,0.4286,0.5714,0
24804,chr20,44200001,44300000,0.40321,0.59679,0
24805,chr20,44300001,44400000,0.41189,0.58811,0
24806,chr20,44400001,44500000,0.48468,0.51532,0
24807,chr20,44500001,44600000,0.51837,0.48163,0
24808,chr20,44600001,44700000,0.50253,0.49747,0
24809,chr20,44700001,44800000,0.46939,0.53061,0
24810,chr20,44800001,44900000,0.51341,0.48659,0
24811,chr20,44900001,45000000,0.51608,0.48392,0
24812,chr20,45000001,45100000,0.43425,0.56575,0
24813,chr20,45100001,45200000,0.42775,0.57225,0
24814,chr20,45200001,45300000,0.44322,0.55678,0
24815,chr20,45300001,45400000,0.46676,0.53324,0
24816,chr20,45400001,45500000,0.43958,0.56042,0
24817,chr20,45500001,45600000,0.4449,0.5551,0
24818,chr20,45600001,45700000,0.44863,0.55137,0
24819,chr20,45700001,45800000,0.45327,0.54673,0
24820,chr20,45800001,45900000,0.47386,0.52614,0
24821,chr20,45900001,46000000,0.4656,0.5344,0
24822,chr20,46000001,46100000,0.46803,0.53197,0
24823,chr20,46100001,46200000,0.43583,0.56417,0
24824,chr20,46200001,46300000,0.41506,0.58494,0
24825,chr20,46300001,46400000,0.5025,0.4975,0
24826,chr20,46400001,46500000,0.49591,0.50409,0
24827,chr20,46600001,46700000,0.45609,0.54391,0
24828,chr20,46700001,46800000,0.47033,0.52967,0
24829,chr20,46800001,46900000,0.48461,0.51539,0
24830,chr20,46900001,47000000,0.45812,0.54188,0
24831,chr20,47000001,47100000,0.47615,0.52385,0
24832,chr20,47200001,47300000,0.51668,0.48332,0
24833,chr20,47300001,47400000,0.4937,0.5063,0
24834,chr20,47400001,47500000,0.47452,0.52548,0
24835,chr20,47500001,47600000,0.45282,0.54718,0
24836,chr20,47600001,47700000,0.42552,0.57448,0
24837,chr20,47700001,47800000,0.42876,0.57124,0
24838,chr20,47800001,47900000,0.46814,0.53186,0
24839,chr20,47900001,48000000,0.46802,0.53198,0
24840,chr20,48000001,48100000,0.48346,0.51654,0
24841,chr20,48100001,48200000,0.46614,0.53386,0
24842,chr20,48200001,48300000,0.46067,0.53933,0
24843,chr20,48300001,48400000,0.45187,0.54813,0
24844,chr20,48400001,48500000,0.44781,0.55219,0
24845,chr20,48500001,48600000,0.49163,0.50837,0
24846,chr20,48600001,48700000,0.52396,0.47604,0
24847,chr20,48700001,48800000,0.48819,0.51181,0
24848,chr20,48800001,48900000,0.52527,0.47473,0
24849,chr20,48900001,49000000,0.50621,0.49379,0
24850,chr20,49000001,49100000,0.48665,0.51335,0
24851,chr20,49100001,49200000,0.44325,0.55675,0
24852,chr20,49200001,49300000,0.51592,0.48408,0
24853,chr20,49300001,49400000,0.45977,0.54023,0
24854,chr20,49400001,49500000,0.50592,0.49408,0
24855,chr20,49500001,49600000,0.43035,0.56965,0
24856,chr20,49600001,49700000,0.47727,0.52273,0
24857,chr20,49700001,49800000,0.44911,0.55089,0
24858,chr20,49800001,49900000,0.45715,0.54285,0
24859,chr20,49900001,50000000,0.48116,0.51884,0
24860,chr20,50000001,50100000,0.47618,0.52382,0
24861,chr20,50100001,50200000,0.48296,0.51704,0
24862,chr20,50200001,50300000,0.46739,0.53261,0
24863,chr20,50300001,50400000,0.46577,0.53423,0
24864,chr20,50400001,50500000,0.46506,0.53494,0
24865,chr20,50500001,50600000,0.44172,0.55828,0
24866,chr20,50600001,50700000,0.43483,0.56517,0
24867,chr20,50700001,50800000,0.44219,0.55781,0
24868,chr20,50800001,50900000,0.42054,0.57946,0
24869,chr20,50900001,51000000,0.40547,0.59453,0
24870,chr20,51000001,51100000,0.41032,0.58968,0
24871,chr20,51100001,51200000,0.39232,0.60768,0
24872,chr20,51200001,51300000,0.40643,0.59357,0
24873,chr20,51300001,51400000,0.39633,0.60367,0
24874,chr20,51400001,51500000,0.39862,0.60138,0
24875,chr20,51500001,51600000,0.40374,0.59626,0
24876,chr20,51600001,51700000,0.40762,0.59238,0
24877,chr20,51700001,51800000,0.41439,0.58561,0
24878,chr20,51800001,51900000,0.42389,0.57611,0
24879,chr20,51900001,52000000,0.42711,0.57289,0
24880,chr20,52000001,52100000,0.43324,0.56676,0
24881,chr20,52100001,52200000,0.43922,0.56078,0
24882,chr20,52200001,52300000,0.44204,0.55796,0
24883,chr20,52300001,52400000,0.45003,0.54997,0
24884,chr20,52400001,52500000,0.42807,0.57193,0
24885,chr20,52500001,52600000,0.42307,0.57693,0
24886,chr20,52600001,52700000,0.40868,0.59132,0
24887,chr20,52700001,52800000,0.42167,0.57833,0
24888,chr20,52800001,52900000,0.40693,0.59307,0
24889,chr20,52900001,53000000,0.37754,0.62246,0
24890,chr20,53000001,53100000,0.3876,0.6124,0
24891,chr20,53100001,53200000,0.38894,0.61106,0
24892,chr20,53200001,53300000,0.41455,0.58545,0
24893,chr20,53300001,53400000,0.38412,0.61588,0
24894,chr20,53400001,53500000,0.38383,0.61617,0
24895,chr20,53500001,53600000,0.37841,0.62159,0
24896,chr20,53600001,53700000,0.37627,0.62373,0
24897,chr20,53700001,53800000,0.37762,0.62238,0
24898,chr20,53800001,53900000,0.37025,0.62975,0
24899,chr20,53900001,54000000,0.37077,0.62923,0
24900,chr20,54000001,54100000,0.37259,0.62741,0
24901,chr20,54100001,54200000,0.37523,0.62477,0
24902,chr20,54200001,54300000,0.38981,0.61019,0
24903,chr20,54300001,54400000,0.38413,0.61587,0
24904,chr20,54400001,54500000,0.38362,0.61638,0
24905,chr20,54500001,54600000,0.41654,0.58346,0
24906,chr20,54600001,54700000,0.39037,0.60963,0
24907,chr20,54700001,54800000,0.42647,0.57353,0
24908,chr20,54800001,54900000,0.4203,0.5797,0
24909,chr20,54900001,55000000,0.44178,0.55822,0
24910,chr20,55000001,55100000,0.44761,0.55239,0
24911,chr20,55100001,55200000,0.47103,0.52897,0
24912,chr20,55200001,55300000,0.49484,0.50516,0
24913,chr20,55300001,55400000,0.47085,0.52915,0
24914,chr20,55400001,55500000,0.47409,0.52591,0
24915,chr20,55500001,55600000,0.472,0.528,0
24916,chr20,55600001,55700000,0.48925,0.51075,0
24917,chr20,55700001,55800000,0.49859,0.50141,0
24918,chr20,55800001,55900000,0.48739,0.51261,0
24919,chr20,55900001,56000000,0.48733,0.51267,0
24920,chr20,56000001,56100000,0.4944,0.5056,0
24921,chr20,56100001,56200000,0.50749,0.49251,0
24922,chr20,56200001,56300000,0.51061,0.48939,0
24923,chr20,56300001,56400000,0.48208,0.51792,0
24924,chr20,56400001,56500000,0.48011,0.51989,0
24925,chr20,56500001,56600000,0.4873,0.5127,0
24926,chr20,56600001,56700000,0.4462,0.5538,0
24927,chr20,56700001,56800000,0.49086,0.50914,0
24928,chr20,56800001,56900000,0.42711,0.57289,0
24929,chr20,56900001,57000000,0.42265,0.57735,0
24930,chr20,57000001,57100000,0.46762,0.53238,0
24931,chr20,57100001,57200000,0.48364,0.51636,0
24932,chr20,57200001,57300000,0.49443,0.50557,0
24933,chr20,57300001,57400000,0.47728,0.52272,0
24934,chr20,57400001,57500000,0.46208,0.53792,0
24935,chr20,57500001,57600000,0.4642,0.5358,0
24936,chr20,57600001,57700000,0.41592,0.58408,0
24937,chr20,57700001,57800000,0.46371,0.53629,0
24938,chr20,57800001,57900000,0.44584,0.55416,0
24939,chr20,57900001,58000000,0.48799,0.51201,0
24940,chr20,58000001,58100000,0.46324,0.53676,0
24941,chr20,58100001,58200000,0.47062,0.52938,0
24942,chr20,58200001,58300000,0.45219,0.54781,0
24943,chr20,58300001,58400000,0.49275,0.50725,0
24944,chr20,58400001,58500000,0.36311,0.63689,0
24945,chr20,58500001,58600000,0.41957,0.58043,0
24946,chr20,58600001,58700000,0.46105,0.53895,0
24947,chr20,58700001,58800000,0.42142,0.57858,0
24948,chr20,58800001,58900000,0.45371,0.54629,0
24949,chr20,58900001,59000000,0.42585,0.57415,0
24950,chr20,59000001,59100000,0.42104,0.57896,0
24951,chr20,59100001,59200000,0.4151,0.5849,0
24952,chr20,59200001,59300000,0.42205,0.57795,0
24953,chr20,59300001,59400000,0.4313,0.5687,0
24954,chr20,59400001,59500000,0.42187,0.57813,0
24955,chr20,59500001,59600000,0.45092,0.54908,0
24956,chr20,59600001,59700000,0.47505,0.52495,0
24957,chr20,59700001,59800000,0.45162,0.54838,0
24958,chr20,59800001,59900000,0.50992,0.49008,0
24959,chr20,59900001,60000000,0.49499,0.50501,0
24960,chr20,60000001,60100000,0.47236,0.52764,0
24961,chr20,60100001,60200000,0.5141,0.4859,0
24962,chr20,60200001,60300000,0.53455,0.46545,0
24963,chr20,60300001,60400000,0.53062,0.46938,0
24964,chr20,60400001,60500000,0.55253,0.44747,0
24965,chr20,60500001,60600000,0.54315,0.45685,0
24966,chr20,60600001,60700000,0.52132,0.47868,0
24967,chr20,60700001,60800000,0.5521,0.4479,0
24968,chr20,60800001,60900000,0.55954,0.44046,0
24969,chr20,60900001,61000000,0.60757,0.39243,0
24970,chr20,61000001,61100000,0.55102,0.36335,0
24971,chr20,61100001,61200000,0.34458,0.24105,0
24972,chr20,61200001,61300000,0.28957,0.21043,0
24973,chr20,61300001,61400000,0.56044,0.43956,0
24974,chr20,61400001,61500000,0.56891,0.43109,0
24975,chr20,61500001,61600000,0.51656,0.48344,0
24976,chr20,61600001,61700000,0.56679,0.43321,0
24977,chr20,61700001,61800000,0.54687,0.45313,0
24978,chr20,61800001,61900000,0.57673,0.42327,0
24979,chr20,61900001,62000000,0.59677,0.40323,0
24980,chr20,62000001,62100000,0.60551,0.39449,0
24981,chr20,62100001,62200000,0.60659,0.39341,0
24982,chr20,62200001,62300000,0.55828,0.44172,0
24983,chr20,62300001,62400000,0.56398,0.43602,0
24984,chr20,62400001,62500000,0.56049,0.43951,0
24985,chr20,62500001,62600000,0.55691,0.44309,0
24986,chr20,62600001,62700000,0.55858,0.44142,0
24987,chr20,62700001,62800000,0.56785,0.43215,0
24988,chr21,1,100000,0.0,0.0,1
24989,chr21,100001,200000,0.0,0.0,1
24990,chr21,200001,300000,0.0,0.0,1
24991,chr21,300001,400000,0.0,0.0,1
24992,chr21,400001,500000,0.0,0.0,1
24993,chr21,500001,600000,0.0,0.0,1
24994,chr21,600001,700000,0.0,0.0,1
24995,chr21,700001,800000,0.0,0.0,1
24996,chr21,800001,900000,0.0,0.0,1
24997,chr21,900001,1000000,0.0,0.0,1
24998,chr21,1000001,1100000,0.0,0.0,1
24999,chr21,1100001,1200000,0.0,0.0,1
25000,chr21,1200001,1300000,0.0,0.0,1
25001,chr21,1300001,1400000,0.0,0.0,1
25002,chr21,1400001,1500000,0.0,0.0,1
25003,chr21,1500001,1600000,0.0,0.0,1
25004,chr21,1600001,1700000,0.0,0.0,1
25005,chr21,1700001,1800000,0.0,0.0,1
25006,chr21,1800001,1900000,0.0,0.0,1
25007,chr21,1900001,2000000,0.0,0.0,1
25008,chr21,2000001,2100000,0.0,0.0,1
25009,chr21,2100001,2200000,0.0,0.0,1
25010,chr21,2200001,2300000,0.0,0.0,1
25011,chr21,2300001,2400000,0.0,0.0,1
25012,chr21,2400001,2500000,0.0,0.0,1
25013,chr21,2500001,2600000,0.0,0.0,1
25014,chr21,2600001,2700000,0.0,0.0,1
25015,chr21,2700001,2800000,0.0,0.0,1
25016,chr21,2800001,2900000,0.0,0.0,1
25017,chr21,2900001,3000000,0.0,0.0,1
25018,chr21,3000001,3100000,0.0,0.0,1
25019,chr21,3100001,3200000,0.0,0.0,1
25020,chr21,3200001,3300000,0.0,0.0,1
25021,chr21,3300001,3400000,0.0,0.0,1
25022,chr21,3400001,3500000,0.0,0.0,1
25023,chr21,3500001,3600000,0.0,0.0,1
25024,chr21,3600001,3700000,0.0,0.0,1
25025,chr21,3700001,3800000,0.0,0.0,1
25026,chr21,3800001,3900000,0.0,0.0,1
25027,chr21,3900001,4000000,0.0,0.0,1
25028,chr21,4000001,4100000,0.0,0.0,1
25029,chr21,4100001,4200000,0.0,0.0,1
25030,chr21,4200001,4300000,0.0,0.0,1
25031,chr21,4300001,4400000,0.0,0.0,1
25032,chr21,4400001,4500000,0.0,0.0,1
25033,chr21,4500001,4600000,0.0,0.0,1
25034,chr21,4600001,4700000,0.0,0.0,1
25035,chr21,4700001,4800000,0.0,0.0,1
25036,chr21,4800001,4900000,0.0,0.0,1
25037,chr21,4900001,5000000,0.0,0.0,1
25038,chr21,5000001,5100000,0.0,0.0,1
25039,chr21,5100001,5200000,0.0,0.0,1
25040,chr21,5200001,5300000,0.0,0.0,1
25041,chr21,5300001,5400000,0.0,0.0,1
25042,chr21,5400001,5500000,0.0,0.0,1
25043,chr21,5500001,5600000,0.0,0.0,1
25044,chr21,5600001,5700000,0.0,0.0,1
25045,chr21,5700001,5800000,0.0,0.0,1
25046,chr21,5800001,5900000,0.0,0.0,1
25047,chr21,5900001,6000000,0.0,0.0,1
25048,chr21,6000001,6100000,0.0,0.0,1
25049,chr21,6100001,6200000,0.0,0.0,1
25050,chr21,6200001,6300000,0.0,0.0,1
